year,region_clean,causa_nombre,defunciones
2017,Tarapacá,Congenital malformations,12
2017,Tarapacá,Digestive diseases,99
2017,Tarapacá,Endocrine/Metabolic,79
2017,Tarapacá,Genitourinary diseases,48
2017,Tarapacá,Infectious diseases,47
2017,Tarapacá,Mental disorders,27
2017,Tarapacá,Nervous system,62
2017,Tarapacá,Perinatal conditions,18
2017,Tarapacá,Respiratory diseases,124
2017,Tarapacá,Symptoms (unclassified),20
2017,Tarapacá,Tumors (Cancer),348
2017,Valparaíso,Circulatory diseases,3614
2017,Valparaíso,Congenital malformations,101
2017,Valparaíso,Digestive diseases,894
2017,Valparaíso,Endocrine/Metabolic,641
2017,Valparaíso,Genitourinary diseases,462
2017,Valparaíso,Infectious diseases,219
2017,Valparaíso,Mental disorders,279
2017,Valparaíso,Nervous system,486
2017,Valparaíso,Perinatal conditions,65
2017,Valparaíso,Respiratory diseases,1213
2017,Valparaíso,Symptoms (unclassified),337
2017,Valparaíso,Tumors (Cancer),3346
2017,Ñuble,Circulatory diseases,887
2017,Ñuble,Congenital malformations,20
2017,Ñuble,Digestive diseases,279
2017,Ñuble,Endocrine/Metabolic,176
2017,Ñuble,Genitourinary diseases,121
2017,Ñuble,Infectious diseases,74
2017,Ñuble,Mental disorders,43
2017,Ñuble,Nervous system,100
2017,Ñuble,Perinatal conditions,17
2017,Ñuble,Respiratory diseases,295
2017,Ñuble,Symptoms (unclassified),52
2017,Ñuble,Tumors (Cancer),934
2018,Aisén del General Carlos Ibáñez del Campo,Circulatory diseases,122
2018,Aisén del General Carlos Ibáñez del Campo,Congenital malformations,5
2018,Aisén del General Carlos Ibáñez del Campo,Digestive diseases,50
2018,Aisén del General Carlos Ibáñez del Campo,Endocrine/Metabolic,20
2018,Aisén del General Carlos Ibáñez del Campo,Genitourinary diseases,13
2018,Aisén del General Carlos Ibáñez del Campo,Infectious diseases,13
2018,Aisén del General Carlos Ibáñez del Campo,Mental disorders,19
2018,Aisén del General Carlos Ibáñez del Campo,Nervous system,22
2018,Aisén del General Carlos Ibáñez del Campo,Perinatal conditions,2
2018,Aisén del General Carlos Ibáñez del Campo,Respiratory diseases,36
2018,Aisén del General Carlos Ibáñez del Campo,Symptoms (unclassified),7
2018,Aisén del General Carlos Ibáñez del Campo,Tumors (Cancer),146
2018,Antofagasta,Circulatory diseases,686
2018,Antofagasta,Congenital malformations,26
2018,Antofagasta,Digestive diseases,227
2018,Antofagasta,Endocrine/Metabolic,173
2018,Antofagasta,Genitourinary diseases,133
2018,Antofagasta,Infectious diseases,103
2018,Antofagasta,Mental disorders,56
2018,Antofagasta,Nervous system,136
2018,Antofagasta,Perinatal conditions,31
2018,Antofagasta,Respiratory diseases,334
2018,Antofagasta,Symptoms (unclassified),62
2018,Antofagasta,Tumors (Cancer),904
2018,Arica y Parinacota,Circulatory diseases,316
2018,Arica y Parinacota,Congenital malformations,13
2018,Arica y Parinacota,Digestive diseases,87
2018,Arica y Parinacota,Endocrine/Metabolic,98
2018,Arica y Parinacota,Genitourinary diseases,52
2018,Arica y Parinacota,Infectious diseases,43
2018,Arica y Parinacota,Mental disorders,27
2018,Arica y Parinacota,Nervous system,68
2018,Arica y Parinacota,Perinatal conditions,11
2018,Arica y Parinacota,Respiratory diseases,136
2018,Arica y Parinacota,Symptoms (unclassified),16
2018,Arica y Parinacota,Tumors (Cancer),364
2018,Atacama,Circulatory diseases,439
2018,Atacama,Congenital malformations,14
2018,Atacama,Digestive diseases,94
2018,Atacama,Endocrine/Metabolic,82
2018,Atacama,Genitourinary diseases,28
2018,Atacama,Infectious diseases,25
2018,Atacama,Mental disorders,25
2018,Atacama,Nervous system,53
2018,Atacama,Perinatal conditions,20
2018,Atacama,Respiratory diseases,158
2018,Atacama,Symptoms (unclassified),37
2018,Atacama,Tumors (Cancer),419
2018,Bío-Bío,Circulatory diseases,2584
2018,Bío-Bío,Congenital malformations,65
2018,Bío-Bío,Digestive diseases,841
2018,Bío-Bío,Endocrine/Metabolic,378
2018,Bío-Bío,Genitourinary diseases,298
2018,Bío-Bío,Infectious diseases,187
2018,Bío-Bío,Mental disorders,196
2018,Bío-Bío,Nervous system,422
2018,Bío-Bío,Perinatal conditions,72
2018,Bío-Bío,Respiratory diseases,1124
2018,Bío-Bío,Symptoms (unclassified),108
2018,Bío-Bío,Tumors (Cancer),2779
2018,Coquimbo,Circulatory diseases,1180
2018,Coquimbo,Congenital malformations,29
2018,Coquimbo,Digestive diseases,324
2018,Coquimbo,Endocrine/Metabolic,190
2018,Coquimbo,Genitourinary diseases,144
2018,Coquimbo,Infectious diseases,114
2018,Coquimbo,Mental disorders,77
2018,Coquimbo,Nervous system,167
2018,Coquimbo,Perinatal conditions,24
2018,Coquimbo,Respiratory diseases,479
2018,Coquimbo,Symptoms (unclassified),141
2018,Coquimbo,Tumors (Cancer),1278
2018,La Araucanía,Circulatory diseases,1620
2018,La Araucanía,Congenital malformations,51
2018,La Araucanía,Digestive diseases,459
2018,La Araucanía,Endocrine/Metabolic,250
2018,La Araucanía,Genitourinary diseases,215
2018,La Araucanía,Infectious diseases,128
2018,La Araucanía,Mental disorders,116
2018,La Araucanía,Nervous system,277
2018,La Araucanía,Perinatal conditions,49
2018,La Araucanía,Respiratory diseases,785
2018,La Araucanía,Symptoms (unclassified),214
2018,La Araucanía,Tumors (Cancer),1706
2018,Libertador General Bernardo O'Higgins,Circulatory diseases,1441
2018,Libertador General Bernardo O'Higgins,Congenital malformations,44
2018,Libertador General Bernardo O'Higgins,Digestive diseases,419
2018,Libertador General Bernardo O'Higgins,Endocrine/Metabolic,200
2018,Libertador General Bernardo O'Higgins,Genitourinary diseases,175
2018,Libertador General Bernardo O'Higgins,Infectious diseases,97
2018,Libertador General Bernardo O'Higgins,Mental disorders,95
2018,Libertador General Bernardo O'Higgins,Nervous system,194
2018,Libertador General Bernardo O'Higgins,Perinatal conditions,37
2018,Libertador General Bernardo O'Higgins,Respiratory diseases,665
2018,Libertador General Bernardo O'Higgins,Symptoms (unclassified),141
2018,Libertador General Bernardo O'Higgins,Tumors (Cancer),1549
2018,Los Lagos,Circulatory diseases,1331
2018,Los Lagos,Congenital malformations,37
2018,Los Lagos,Digestive diseases,452
2018,Los Lagos,Endocrine/Metabolic,226
2018,Los Lagos,Genitourinary diseases,157
2018,Los Lagos,Infectious diseases,122
2018,Los Lagos,Mental disorders,90
2018,Los Lagos,Nervous system,185
2018,Los Lagos,Perinatal conditions,36
2018,Los Lagos,Respiratory diseases,622
2018,Los Lagos,Symptoms (unclassified),90
2018,Los Lagos,Tumors (Cancer),1400
2018,Los Ríos,Circulatory diseases,706
2018,Los Ríos,Congenital malformations,12
2018,Los Ríos,Digestive diseases,211
2018,Los Ríos,Endocrine/Metabolic,139
2018,Los Ríos,Genitourinary diseases,95
2018,Los Ríos,Infectious diseases,56
2018,Los Ríos,Mental disorders,61
2018,Los Ríos,Nervous system,127
2018,Los Ríos,Perinatal conditions,8
2018,Los Ríos,Respiratory diseases,276
2018,Los Ríos,Symptoms (unclassified),56
2018,Los Ríos,Tumors (Cancer),675
2018,Magallanes y de la Antártica Chilena,Circulatory diseases,310
2018,Magallanes y de la Antártica Chilena,Congenital malformations,10
2018,Magallanes y de la Antártica Chilena,Digestive diseases,74
2018,Magallanes y de la Antártica Chilena,Endocrine/Metabolic,40
2018,Magallanes y de la Antártica Chilena,Genitourinary diseases,49
2018,Magallanes y de la Antártica Chilena,Infectious diseases,22
2018,Magallanes y de la Antártica Chilena,Mental disorders,35
2018,Magallanes y de la Antártica Chilena,Nervous system,39
2018,Magallanes y de la Antártica Chilena,Perinatal conditions,2
2018,Magallanes y de la Antártica Chilena,Respiratory diseases,100
2018,Magallanes y de la Antártica Chilena,Symptoms (unclassified),9
2018,Magallanes y de la Antártica Chilena,Tumors (Cancer),322
2018,Maule,Circulatory diseases,1766
2018,Maule,Congenital malformations,50
2018,Maule,Digestive diseases,497
2018,Maule,Endocrine/Metabolic,324
2018,Maule,Genitourinary diseases,235
2018,Maule,Infectious diseases,116
2018,Maule,Mental disorders,125
2018,Maule,Nervous system,241
2018,Maule,Perinatal conditions,45
2018,Maule,Respiratory diseases,833
2018,Maule,Symptoms (unclassified),199
2018,Maule,Tumors (Cancer),1811
2018,Región Metropolitana de Santiago,Circulatory diseases,10803
2018,Región Metropolitana de Santiago,Congenital malformations,297
2018,Región Metropolitana de Santiago,Digestive diseases,2916
2018,Región Metropolitana de Santiago,Endocrine/Metabolic,1534
2018,Región Metropolitana de Santiago,Genitourinary diseases,1245
2018,Región Metropolitana de Santiago,Infectious diseases,918
2018,Región Metropolitana de Santiago,Mental disorders,956
2018,Región Metropolitana de Santiago,Nervous system,1557
2018,Región Metropolitana de Santiago,Perinatal conditions,281
2018,Región Metropolitana de Santiago,Respiratory diseases,4743
2018,Región Metropolitana de Santiago,Symptoms (unclassified),1098
2018,Región Metropolitana de Santiago,Tumors (Cancer),10396
2018,Tarapacá,Circulatory diseases,324
2018,Tarapacá,Congenital malformations,27
2018,Tarapacá,Digestive diseases,123
2018,Tarapacá,Endocrine/Metabolic,58
2018,Tarapacá,Genitourinary diseases,43
2018,Tarapacá,Infectious diseases,57
2018,Tarapacá,Mental disorders,37
2018,Tarapacá,Nervous system,57
2018,Tarapacá,Perinatal conditions,14
2018,Tarapacá,Respiratory diseases,131
2018,Tarapacá,Symptoms (unclassified),30
2018,Tarapacá,Tumors (Cancer),385
2018,Valparaíso,Circulatory diseases,3631
2018,Valparaíso,Congenital malformations,74
2018,Valparaíso,Digestive diseases,859
2018,Valparaíso,Endocrine/Metabolic,539
2018,Valparaíso,Genitourinary diseases,457
2018,Valparaíso,Infectious diseases,219
2018,Valparaíso,Mental disorders,289
2018,Valparaíso,Nervous system,556
2018,Valparaíso,Perinatal conditions,73
2018,Valparaíso,Respiratory diseases,1435
2018,Valparaíso,Symptoms (unclassified),335
2018,Valparaíso,Tumors (Cancer),3500
2018,Ñuble,Circulatory diseases,931
2018,Ñuble,Congenital malformations,24
2018,Ñuble,Digestive diseases,279
2018,Ñuble,Endocrine/Metabolic,150
2018,Ñuble,Genitourinary diseases,97
2018,Ñuble,Infectious diseases,68
2018,Ñuble,Mental disorders,61
2018,Ñuble,Nervous system,115
2018,Ñuble,Perinatal conditions,26
2018,Ñuble,Respiratory diseases,371
2018,Ñuble,Symptoms (unclassified),70
2018,Ñuble,Tumors (Cancer),893
2019,Aisén del General Carlos Ibáñez del Campo,Circulatory diseases,112
2019,Aisén del General Carlos Ibáñez del Campo,Congenital malformations,4
2019,Aisén del General Carlos Ibáñez del Campo,Digestive diseases,43
2019,Aisén del General Carlos Ibáñez del Campo,Endocrine/Metabolic,14
2019,Aisén del General Carlos Ibáñez del Campo,Genitourinary diseases,13
2019,Aisén del General Carlos Ibáñez del Campo,Infectious diseases,9
2019,Aisén del General Carlos Ibáñez del Campo,Mental disorders,12
2019,Aisén del General Carlos Ibáñez del Campo,Nervous system,21
2019,Aisén del General Carlos Ibáñez del Campo,Perinatal conditions,3
2019,Aisén del General Carlos Ibáñez del Campo,Respiratory diseases,67
2019,Aisén del General Carlos Ibáñez del Campo,Symptoms (unclassified),7
2019,Aisén del General Carlos Ibáñez del Campo,Tumors (Cancer),142
2019,Antofagasta,Circulatory diseases,650
2019,Antofagasta,Congenital malformations,26
2019,Antofagasta,Digestive diseases,216
2019,Antofagasta,Endocrine/Metabolic,143
2019,Antofagasta,Genitourinary diseases,112
2019,Antofagasta,Infectious diseases,86
2019,Antofagasta,Mental disorders,76
2019,Antofagasta,Nervous system,129
2019,Antofagasta,Perinatal conditions,30
2019,Antofagasta,Respiratory diseases,329
2019,Antofagasta,Symptoms (unclassified),61
2019,Antofagasta,Tumors (Cancer),960
2019,Arica y Parinacota,Circulatory diseases,315
2019,Arica y Parinacota,Congenital malformations,8
2019,Arica y Parinacota,Digestive diseases,105
2019,Arica y Parinacota,Endocrine/Metabolic,76
2019,Arica y Parinacota,Genitourinary diseases,31
2019,Arica y Parinacota,Infectious diseases,36
2019,Arica y Parinacota,Mental disorders,23
2019,Arica y Parinacota,Nervous system,60
2019,Arica y Parinacota,Perinatal conditions,7
2019,Arica y Parinacota,Respiratory diseases,115
2019,Arica y Parinacota,Symptoms (unclassified),34
2019,Arica y Parinacota,Tumors (Cancer),349
2019,Atacama,Circulatory diseases,410
2019,Atacama,Congenital malformations,12
2019,Atacama,Digestive diseases,115
2019,Atacama,Endocrine/Metabolic,79
2019,Atacama,Genitourinary diseases,47
2019,Atacama,Infectious diseases,38
2019,Atacama,Mental disorders,35
2019,Atacama,Nervous system,43
2019,Atacama,Perinatal conditions,9
2019,Atacama,Respiratory diseases,163
2019,Atacama,Symptoms (unclassified),45
2019,Atacama,Tumors (Cancer),461
2019,Bío-Bío,Circulatory diseases,2473
2019,Bío-Bío,Congenital malformations,72
2019,Bío-Bío,Digestive diseases,805
2019,Bío-Bío,Endocrine/Metabolic,405
2019,Bío-Bío,Genitourinary diseases,276
2019,Bío-Bío,Infectious diseases,236
2019,Bío-Bío,Mental disorders,206
2019,Bío-Bío,Nervous system,436
2019,Bío-Bío,Perinatal conditions,70
2019,Bío-Bío,Respiratory diseases,1165
2019,Bío-Bío,Symptoms (unclassified),128
2019,Bío-Bío,Tumors (Cancer),2831
2019,Coquimbo,Circulatory diseases,1127
2019,Coquimbo,Congenital malformations,23
2019,Coquimbo,Digestive diseases,315
2019,Coquimbo,Endocrine/Metabolic,227
2019,Coquimbo,Genitourinary diseases,117
2019,Coquimbo,Infectious diseases,134
2019,Coquimbo,Mental disorders,83
2019,Coquimbo,Nervous system,194
2019,Coquimbo,Perinatal conditions,24
2019,Coquimbo,Respiratory diseases,527
2019,Coquimbo,Symptoms (unclassified),145
2019,Coquimbo,Tumors (Cancer),1225
2019,La Araucanía,Circulatory diseases,1653
2019,La Araucanía,Congenital malformations,40
2019,La Araucanía,Digestive diseases,507
2019,La Araucanía,Endocrine/Metabolic,270
2019,La Araucanía,Genitourinary diseases,217
2019,La Araucanía,Infectious diseases,146
2019,La Araucanía,Mental disorders,147
2019,La Araucanía,Nervous system,300
2019,La Araucanía,Perinatal conditions,53
2019,La Araucanía,Respiratory diseases,938
2019,La Araucanía,Symptoms (unclassified),197
2019,La Araucanía,Tumors (Cancer),1732
2019,Libertador General Bernardo O'Higgins,Circulatory diseases,1501
2019,Libertador General Bernardo O'Higgins,Congenital malformations,48
2019,Libertador General Bernardo O'Higgins,Digestive diseases,438
2019,Libertador General Bernardo O'Higgins,Endocrine/Metabolic,226
2019,Libertador General Bernardo O'Higgins,Genitourinary diseases,174
2019,Libertador General Bernardo O'Higgins,Infectious diseases,109
2019,Libertador General Bernardo O'Higgins,Mental disorders,136
2019,Libertador General Bernardo O'Higgins,Nervous system,214
2019,Libertador General Bernardo O'Higgins,Perinatal conditions,31
2019,Libertador General Bernardo O'Higgins,Respiratory diseases,750
2019,Libertador General Bernardo O'Higgins,Symptoms (unclassified),114
2019,Libertador General Bernardo O'Higgins,Tumors (Cancer),1529
2019,Los Lagos,Circulatory diseases,1276
2019,Los Lagos,Congenital malformations,35
2019,Los Lagos,Digestive diseases,422
2019,Los Lagos,Endocrine/Metabolic,193
2019,Los Lagos,Genitourinary diseases,130
2019,Los Lagos,Infectious diseases,123
2019,Los Lagos,Mental disorders,104
2019,Los Lagos,Nervous system,221
2019,Los Lagos,Perinatal conditions,36
2019,Los Lagos,Respiratory diseases,611
2019,Los Lagos,Symptoms (unclassified),92
2019,Los Lagos,Tumors (Cancer),1358
2019,Los Ríos,Circulatory diseases,653
2019,Los Ríos,Congenital malformations,11
2019,Los Ríos,Digestive diseases,214
2019,Los Ríos,Endocrine/Metabolic,89
2019,Los Ríos,Genitourinary diseases,75
2019,Los Ríos,Infectious diseases,60
2019,Los Ríos,Mental disorders,94
2019,Los Ríos,Nervous system,139
2019,Los Ríos,Perinatal conditions,20
2019,Los Ríos,Respiratory diseases,299
2019,Los Ríos,Symptoms (unclassified),65
2019,Los Ríos,Tumors (Cancer),702
2019,Magallanes y de la Antártica Chilena,Circulatory diseases,318
2019,Magallanes y de la Antártica Chilena,Congenital malformations,12
2019,Magallanes y de la Antártica Chilena,Digestive diseases,95
2019,Magallanes y de la Antártica Chilena,Endocrine/Metabolic,43
2019,Magallanes y de la Antártica Chilena,Genitourinary diseases,38
2019,Magallanes y de la Antártica Chilena,Infectious diseases,13
2019,Magallanes y de la Antártica Chilena,Mental disorders,43
2019,Magallanes y de la Antártica Chilena,Nervous system,49
2019,Magallanes y de la Antártica Chilena,Perinatal conditions,1
2019,Magallanes y de la Antártica Chilena,Respiratory diseases,113
2019,Magallanes y de la Antártica Chilena,Symptoms (unclassified),18
2019,Magallanes y de la Antártica Chilena,Tumors (Cancer),287
2019,Maule,Circulatory diseases,1839
2019,Maule,Congenital malformations,46
2019,Maule,Digestive diseases,468
2019,Maule,Endocrine/Metabolic,258
2019,Maule,Genitourinary diseases,234
2019,Maule,Infectious diseases,136
2019,Maule,Mental disorders,138
2019,Maule,Nervous system,216
2019,Maule,Perinatal conditions,46
2019,Maule,Respiratory diseases,852
2019,Maule,Symptoms (unclassified),182
2019,Maule,Tumors (Cancer),1782
2019,Región Metropolitana de Santiago,Circulatory diseases,10758
2019,Región Metropolitana de Santiago,Congenital malformations,295
2019,Región Metropolitana de Santiago,Digestive diseases,2968
2019,Región Metropolitana de Santiago,Endocrine/Metabolic,1613
2019,Región Metropolitana de Santiago,Genitourinary diseases,1287
2019,Región Metropolitana de Santiago,Infectious diseases,1017
2019,Región Metropolitana de Santiago,Mental disorders,927
2019,Región Metropolitana de Santiago,Nervous system,1440
2019,Región Metropolitana de Santiago,Perinatal conditions,266
2019,Región Metropolitana de Santiago,Respiratory diseases,5840
2019,Región Metropolitana de Santiago,Symptoms (unclassified),1235
2019,Región Metropolitana de Santiago,Tumors (Cancer),10810
2019,Tarapacá,Circulatory diseases,340
2019,Tarapacá,Congenital malformations,12
2019,Tarapacá,Digestive diseases,136
2019,Tarapacá,Endocrine/Metabolic,88
2019,Tarapacá,Genitourinary diseases,43
2019,Tarapacá,Infectious diseases,53
2019,Tarapacá,Mental disorders,34
2019,Tarapacá,Nervous system,69
2019,Tarapacá,Perinatal conditions,15
2019,Tarapacá,Respiratory diseases,177
2019,Tarapacá,Symptoms (unclassified),45
2019,Tarapacá,Tumors (Cancer),354
2019,Valparaíso,Circulatory diseases,3688
2019,Valparaíso,Congenital malformations,54
2019,Valparaíso,Digestive diseases,853
2019,Valparaíso,Endocrine/Metabolic,529
2019,Valparaíso,Genitourinary diseases,472
2019,Valparaíso,Infectious diseases,287
2019,Valparaíso,Mental disorders,346
2019,Valparaíso,Nervous system,569
2019,Valparaíso,Perinatal conditions,74
2019,Valparaíso,Respiratory diseases,1562
2019,Valparaíso,Symptoms (unclassified),282
2019,Valparaíso,Tumors (Cancer),3589
2019,Ñuble,Circulatory diseases,966
2019,Ñuble,Congenital malformations,24
2019,Ñuble,Digestive diseases,296
2019,Ñuble,Endocrine/Metabolic,144
2019,Ñuble,Genitourinary diseases,96
2019,Ñuble,Infectious diseases,80
2019,Ñuble,Mental disorders,39
2019,Ñuble,Nervous system,104
2019,Ñuble,Perinatal conditions,21
2019,Ñuble,Respiratory diseases,356
2019,Ñuble,Symptoms (unclassified),65
2019,Ñuble,Tumors (Cancer),976
2020,Aisén del General Carlos Ibáñez del Campo,Circulatory diseases,138
2020,Aisén del General Carlos Ibáñez del Campo,Congenital malformations,2
2020,Aisén del General Carlos Ibáñez del Campo,Digestive diseases,69
2020,Aisén del General Carlos Ibáñez del Campo,Endocrine/Metabolic,20
2020,Aisén del General Carlos Ibáñez del Campo,Genitourinary diseases,9
2020,Aisén del General Carlos Ibáñez del Campo,Infectious diseases,8
2020,Aisén del General Carlos Ibáñez del Campo,Mental disorders,13
2020,Aisén del General Carlos Ibáñez del Campo,Nervous system,27
2020,Aisén del General Carlos Ibáñez del Campo,Perinatal conditions,4
2020,Aisén del General Carlos Ibáñez del Campo,Respiratory diseases,43
2020,Aisén del General Carlos Ibáñez del Campo,Symptoms (unclassified),8
2020,Aisén del General Carlos Ibáñez del Campo,Tumors (Cancer),169
2020,Antofagasta,Circulatory diseases,682
2020,Antofagasta,Congenital malformations,24
2020,Antofagasta,Digestive diseases,231
2020,Antofagasta,Endocrine/Metabolic,171
2020,Antofagasta,Genitourinary diseases,79
2020,Antofagasta,Infectious diseases,77
2020,Antofagasta,Mental disorders,72
2020,Antofagasta,Nervous system,140
2020,Antofagasta,Perinatal conditions,14
2020,Antofagasta,Respiratory diseases,271
2020,Antofagasta,Symptoms (unclassified),75
2020,Antofagasta,Tumors (Cancer),897
2020,Arica y Parinacota,Circulatory diseases,340
2020,Arica y Parinacota,Congenital malformations,10
2020,Arica y Parinacota,Digestive diseases,101
2020,Arica y Parinacota,Endocrine/Metabolic,92
2020,Arica y Parinacota,Genitourinary diseases,41
2020,Arica y Parinacota,Infectious diseases,38
2020,Arica y Parinacota,Mental disorders,32
2020,Arica y Parinacota,Nervous system,69
2020,Arica y Parinacota,Perinatal conditions,10
2020,Arica y Parinacota,Respiratory diseases,93
2020,Arica y Parinacota,Symptoms (unclassified),30
2020,Arica y Parinacota,Tumors (Cancer),416
2020,Atacama,Circulatory diseases,411
2020,Atacama,Congenital malformations,17
2020,Atacama,Digestive diseases,121
2020,Atacama,Endocrine/Metabolic,79
2020,Atacama,Genitourinary diseases,48
2020,Atacama,Infectious diseases,22
2020,Atacama,Mental disorders,39
2020,Atacama,Nervous system,53
2020,Atacama,Perinatal conditions,4
2020,Atacama,Respiratory diseases,158
2020,Atacama,Symptoms (unclassified),50
2020,Atacama,Tumors (Cancer),430
2020,Bío-Bío,Circulatory diseases,2557
2020,Bío-Bío,Congenital malformations,70
2020,Bío-Bío,Digestive diseases,879
2020,Bío-Bío,Endocrine/Metabolic,456
2020,Bío-Bío,Genitourinary diseases,326
2020,Bío-Bío,Infectious diseases,202
2020,Bío-Bío,Mental disorders,242
2020,Bío-Bío,Nervous system,464
2020,Bío-Bío,Perinatal conditions,48
2020,Bío-Bío,Respiratory diseases,800
2020,Bío-Bío,Symptoms (unclassified),258
2020,Bío-Bío,Tumors (Cancer),2906
2020,Coquimbo,Circulatory diseases,1204
2020,Coquimbo,Congenital malformations,30
2020,Coquimbo,Digestive diseases,325
2020,Coquimbo,Endocrine/Metabolic,208
2020,Coquimbo,Genitourinary diseases,127
2020,Coquimbo,Infectious diseases,101
2020,Coquimbo,Mental disorders,73
2020,Coquimbo,Nervous system,202
2020,Coquimbo,Perinatal conditions,14
2020,Coquimbo,Respiratory diseases,384
2020,Coquimbo,Symptoms (unclassified),173
2020,Coquimbo,Tumors (Cancer),1272
2020,La Araucanía,Circulatory diseases,1667
2020,La Araucanía,Congenital malformations,39
2020,La Araucanía,Digestive diseases,544
2020,La Araucanía,Endocrine/Metabolic,277
2020,La Araucanía,Genitourinary diseases,212
2020,La Araucanía,Infectious diseases,127
2020,La Araucanía,Mental disorders,155
2020,La Araucanía,Nervous system,292
2020,La Araucanía,Perinatal conditions,43
2020,La Araucanía,Respiratory diseases,614
2020,La Araucanía,Symptoms (unclassified),268
2020,La Araucanía,Tumors (Cancer),1850
2020,Libertador General Bernardo O'Higgins,Circulatory diseases,1547
2020,Libertador General Bernardo O'Higgins,Congenital malformations,42
2020,Libertador General Bernardo O'Higgins,Digestive diseases,447
2020,Libertador General Bernardo O'Higgins,Endocrine/Metabolic,267
2020,Libertador General Bernardo O'Higgins,Genitourinary diseases,176
2020,Libertador General Bernardo O'Higgins,Infectious diseases,88
2020,Libertador General Bernardo O'Higgins,Mental disorders,144
2020,Libertador General Bernardo O'Higgins,Nervous system,201
2020,Libertador General Bernardo O'Higgins,Perinatal conditions,17
2020,Libertador General Bernardo O'Higgins,Respiratory diseases,581
2020,Libertador General Bernardo O'Higgins,Symptoms (unclassified),127
2020,Libertador General Bernardo O'Higgins,Tumors (Cancer),1560
2020,Los Lagos,Circulatory diseases,1403
2020,Los Lagos,Congenital malformations,29
2020,Los Lagos,Digestive diseases,525
2020,Los Lagos,Endocrine/Metabolic,250
2020,Los Lagos,Genitourinary diseases,165
2020,Los Lagos,Infectious diseases,110
2020,Los Lagos,Mental disorders,138
2020,Los Lagos,Nervous system,183
2020,Los Lagos,Perinatal conditions,27
2020,Los Lagos,Respiratory diseases,447
2020,Los Lagos,Symptoms (unclassified),139
2020,Los Lagos,Tumors (Cancer),1488
2020,Los Ríos,Circulatory diseases,679
2020,Los Ríos,Congenital malformations,20
2020,Los Ríos,Digestive diseases,256
2020,Los Ríos,Endocrine/Metabolic,149
2020,Los Ríos,Genitourinary diseases,82
2020,Los Ríos,Infectious diseases,59
2020,Los Ríos,Mental disorders,94
2020,Los Ríos,Nervous system,157
2020,Los Ríos,Perinatal conditions,18
2020,Los Ríos,Respiratory diseases,203
2020,Los Ríos,Symptoms (unclassified),86
2020,Los Ríos,Tumors (Cancer),753
2020,Magallanes y de la Antártica Chilena,Circulatory diseases,319
2020,Magallanes y de la Antártica Chilena,Congenital malformations,3
2020,Magallanes y de la Antártica Chilena,Digestive diseases,81
2020,Magallanes y de la Antártica Chilena,Endocrine/Metabolic,44
2020,Magallanes y de la Antártica Chilena,Genitourinary diseases,26
2020,Magallanes y de la Antártica Chilena,Infectious diseases,23
2020,Magallanes y de la Antártica Chilena,Mental disorders,36
2020,Magallanes y de la Antártica Chilena,Nervous system,34
2020,Magallanes y de la Antártica Chilena,Perinatal conditions,5
2020,Magallanes y de la Antártica Chilena,Respiratory diseases,76
2020,Magallanes y de la Antártica Chilena,Symptoms (unclassified),37
2020,Magallanes y de la Antártica Chilena,Tumors (Cancer),312
2020,Maule,Circulatory diseases,1789
2020,Maule,Congenital malformations,48
2020,Maule,Digestive diseases,570
2020,Maule,Endocrine/Metabolic,339
2020,Maule,Genitourinary diseases,204
2020,Maule,Infectious diseases,107
2020,Maule,Mental disorders,139
2020,Maule,Nervous system,269
2020,Maule,Perinatal conditions,29
2020,Maule,Respiratory diseases,677
2020,Maule,Symptoms (unclassified),144
2020,Maule,Tumors (Cancer),1958
2020,Región Metropolitana de Santiago,Circulatory diseases,10880
2020,Región Metropolitana de Santiago,Congenital malformations,253
2020,Región Metropolitana de Santiago,Digestive diseases,2951
2020,Región Metropolitana de Santiago,Endocrine/Metabolic,1758
2020,Región Metropolitana de Santiago,Genitourinary diseases,1299
2020,Región Metropolitana de Santiago,Infectious diseases,788
2020,Región Metropolitana de Santiago,Mental disorders,978
2020,Región Metropolitana de Santiago,Nervous system,1526
2020,Región Metropolitana de Santiago,Perinatal conditions,201
2020,Región Metropolitana de Santiago,Respiratory diseases,4161
2020,Región Metropolitana de Santiago,Symptoms (unclassified),1130
2020,Región Metropolitana de Santiago,Tumors (Cancer),10343
2020,Tarapacá,Circulatory diseases,378
2020,Tarapacá,Congenital malformations,4
2020,Tarapacá,Digestive diseases,125
2020,Tarapacá,Endocrine/Metabolic,91
2020,Tarapacá,Genitourinary diseases,36
2020,Tarapacá,Infectious diseases,35
2020,Tarapacá,Mental disorders,33
2020,Tarapacá,Nervous system,70
2020,Tarapacá,Perinatal conditions,8
2020,Tarapacá,Respiratory diseases,150
2020,Tarapacá,Symptoms (unclassified),40
2020,Tarapacá,Tumors (Cancer),380
2020,Valparaíso,Circulatory diseases,3996
2020,Valparaíso,Congenital malformations,67
2020,Valparaíso,Digestive diseases,852
2020,Valparaíso,Endocrine/Metabolic,582
2020,Valparaíso,Genitourinary diseases,424
2020,Valparaíso,Infectious diseases,245
2020,Valparaíso,Mental disorders,373
2020,Valparaíso,Nervous system,581
2020,Valparaíso,Perinatal conditions,52
2020,Valparaíso,Respiratory diseases,1053
